code,title,office,program,economic_class_primary,counts_in_total,item_url
04.06.04.12,תיעוד מורשת ההתישבות בחבל עזה,משרד ראש הממשלה,פעולות מנהלת תנופה,קניות,yes,https://next.obudget.org/i/acc17eabc15b
04.06.14.14,השתתפות בשירותי דת,משרד ראש הממשלה,מימון פעולות משרדי,העברות  פנים תקציביות,no,https://next.obudget.org/i/1f77fe9cce13
04.08.01.01,פיקוח ובקרה,משרד ראש הממשלה,מועצות דתיות,קניות,yes,https://next.obudget.org/i/66d6d2bb63e4
04.08.01.02,השתתפות בתקציב הרגיל של המועצות הדתיות,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/99b3a7c8e336
04.08.01.03,הדרכה במועצות דתיות,משרד ראש הממשלה,מועצות דתיות,קניות,yes,https://next.obudget.org/i/ba68940d036e
04.08.01.04,הדרכת קייסים והקהילה האתיופית,משרד ראש הממשלה,מועצות דתיות,קניות,yes,https://next.obudget.org/i/91f07458c093
04.08.01.05,העסקת קייסים במועצות,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/a5f60c1a15a6
04.08.01.06,שירותי דת לקהילה האתיופית,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/09b30f5a038a
04.08.01.07,שריפה במועצות דתיות,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/ff000fb3a0c5
04.08.01.08,מקדמות על חשבון תוכניות ההבראה למועצות הדתיות,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/27a9ffb246ca
04.08.01.09,עירובין,משרד ראש הממשלה,מועצות דתיות,קניות,yes,https://next.obudget.org/i/902164c58f5a
04.08.01.10,קשרים עם הגולה,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/d87f64383fa4
04.08.01.11,הנצחת חיילים בבתי כנסת,משרד ראש הממשלה,מועצות דתיות,קניות,yes,https://next.obudget.org/i/da781d47a4cb
04.08.01.12,"תמיכה מכספי האפוטרופוס הכללי עפ""י החלטות הועדה הציבורית",משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/6b95333293f6
04.08.01.13,השתתפות האפוטרופוס,משרד ראש הממשלה,מועצות דתיות,העברות  פנים תקציביות,no,https://next.obudget.org/i/f4545e42138d
04.08.01.14,קליטת עלייה ובעיות בטחוניות במועצות הדתיות,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/c0421561aef4
04.08.01.15,מיזמים במועצות הדתיות,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/1f1a8b053152
04.08.01.16,קשרים דתיים ורוחניים עם קהילות בתפוצות,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/86ad5b1c988c
04.08.01.17,רואי חשבון מלווים לתוכניות הבראה במועצות הדתיות,משרד ראש הממשלה,מועצות דתיות,קניות,yes,https://next.obudget.org/i/32b477ad9cb5
04.08.01.18,תכניות הבראה במועצות דתיות,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/e5a5e7f7ba34
04.08.01.19,השתתפות מסעיף הוצאות שונות,משרד ראש הממשלה,מועצות דתיות,העברות  פנים תקציביות,no,https://next.obudget.org/i/5810ed3b13dc
04.08.01.20,רזרבה לתוכניות הבראה,משרד ראש הממשלה,מועצות דתיות,קניות,yes,https://next.obudget.org/i/483c02edf153
04.08.01.21,השתתפות בשכר דירה,משרד ראש הממשלה,מועצות דתיות,העברות  פנים תקציביות,no,https://next.obudget.org/i/0e451e9c08a8
04.08.01.22,אחזקת רכב ממשלתי,משרד ראש הממשלה,מועצות דתיות,העברות  פנים תקציביות,no,https://next.obudget.org/i/2e8823dae83f
04.08.01.25,רזרבה,משרד ראש הממשלה,מועצות דתיות,קניות,yes,https://next.obudget.org/i/010db71afb87
04.08.01.28,אתרי מורשת,משרד ראש הממשלה,מועצות דתיות,קניות,yes,https://next.obudget.org/i/76732acff1b8
04.08.01.29,הלוואות למועצות דתיות,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/c4f38358ad15
04.08.01.30,הכנסות ממועצות דתיות (החזרים),משרד ראש הממשלה,מועצות דתיות,הכנסות מיועדות,no,https://next.obudget.org/i/9a1deb314e04
04.08.01.31,הכנסות מאפוטרופוס,משרד ראש הממשלה,מועצות דתיות,הכנסות מיועדות,no,https://next.obudget.org/i/0c40f7b62446
04.08.01.80,רזרבה לתוכניות הבראה מאוזנות,משרד ראש הממשלה,מועצות דתיות,קניות,yes,https://next.obudget.org/i/24ce47797961
04.08.01.85,השתתפות רשויות מקומיות (סעיף 18),משרד ראש הממשלה,מועצות דתיות,העברות  פנים תקציביות,no,https://next.obudget.org/i/22e6f3b7ec55
04.08.01.86,תשלום חד פעמי למועצות דתיות בגין פסק דין אוקטובר 2004,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/b315ef734dd0
04.08.01.87,השתתפות במשרד המשפטים - שיתוף פעולה עם בתי הדין,משרד  ראש הממשלה,מועצות דתיות,העברות  פנים תקציביות,no,https://next.obudget.org/i/d4a5ef01722a
04.08.01.99,רזרבה,משרד ראש הממשלה,מועצות דתיות,העברות,yes,https://next.obudget.org/i/4a93ae491587
04.08.02.01,הקצבות למשרתים בקודש רבנים 329.89 משרות בלניות 202.96 משרות פנסיה 112 משרות,משרד ראש הממשלה,שירותי דת,העברות,yes,https://next.obudget.org/i/4432a6cf23a7
04.08.02.02,השתתפות בהחזקת השרותים,משרד ראש הממשלה,שירותי דת,העברות,yes,https://next.obudget.org/i/2f1abcbbc839
04.08.02.03,רזרבה לשעות נוספות,משרד ראש הממשלה,שירותי דת,שכר,yes,https://next.obudget.org/i/40edef875bca
04.08.02.04,שירותי ייעוץ והפריה,משרד ראש הממשלה,שירותי דת,העברות,yes,https://next.obudget.org/i/68aa3cc8665c
04.08.02.05,שירותי נישואין,משרד ראש הממשלה,שירותי דת,קניות,yes,https://next.obudget.org/i/5e9f8788e34b
04.08.02.10,שירותי דת במועצות האיזוריות - תמיכה,משרד ראש הממשלה,שירותי דת,שכר,yes,https://next.obudget.org/i/95fd59a2edb6
04.08.02.11,"העסקה דרך חב' כ""א - בלניות בהתישבות. 20 משרות ל6 חדשים (מרץ עד אוגוסט 2005)",משרד ראש הממשלה,שירותי דת,קניות,yes,https://next.obudget.org/i/bae0a55493e2
04.08.02.12,תקצוב נורמטיבי 90 בלניות ו- 14 רבנים,משרד ראש הממשלה,שירותי דת,העברות,yes,https://next.obudget.org/i/5f92dda6d14b
04.08.02.13,השתתפות מתוכנית ההתנתקות,משרד ראש הממשלה,שירותי דת,העברות  פנים תקציביות,no,https://next.obudget.org/i/0ca0bad0b870
04.08.02.14,העתקת בתי כנסת במסגרת תוכנית ההתנתקות,משרד ראש הממשלה,שירותי דת,קניות,yes,https://next.obudget.org/i/93fcfb488945
04.08.02.15,רזרבה - להשתתפות ברבנות הראשית - שמיטה,משרד ראש הממשלה,שירותי דת,קניות,yes,https://next.obudget.org/i/5268d16475f6
04.08.02.16,הקצבות לרבנים מתוכנית ההתנתקות,משרד ראש הממשלה,שירותי דת,העברות,yes,https://next.obudget.org/i/87b24a403874
04.08.02.17,השתתפות ברבנות הראשית- שמיטה,משרד ראש הממשלה,שירותי דת,העברות  פנים תקציביות,no,https://next.obudget.org/i/59b5d32715d0
04.08.02.19,תמיכה בגניזה,משרד ראש הממשלה,שירותי דת,העברות,yes,https://next.obudget.org/i/3ab2011a02e1
04.08.03.01,השתתפות בבתי כנסת,משרד ראש הממשלה,בתי כנסת,העברות,yes,https://next.obudget.org/i/7cc1eb791f48
04.08.03.02,ספריות תורניות,משרד ראש הממשלה,בתי כנסת,העברות,yes,https://next.obudget.org/i/5fce3ec25ece
04.08.03.03,הנצחת חיילים בבתי כנסת,משרד ראש הממשלה,בתי כנסת,העברות,yes,https://next.obudget.org/i/ea2baec526d1
04.08.03.04,סיוע ברכישת ובדיקת ספרי תורה,משרד ראש הממשלה,בתי כנסת,העברות,yes,https://next.obudget.org/i/52e54084a12d
04.08.06.01,השתתפות בתקציב מועצת בתי עלמין,משרד ראש הממשלה,פתוח בתי עלמין,קניות,yes,https://next.obudget.org/i/4c441155876f
04.08.06.02,מועצת בתי עלמין תל רגב,משרד ראש הממשלה,פתוח בתי עלמין,קניות,yes,https://next.obudget.org/i/f153b113521d
04.08.06.03,פתוח בתי עלמין,משרד ראש הממשלה,פתוח בתי עלמין,קניות,yes,https://next.obudget.org/i/9d7c460923cd
04.08.06.04,פיתוח חלקות למסופקים,משרד ראש הממשלה,פתוח בתי עלמין,קניות,yes,https://next.obudget.org/i/c01b3add87fc
04.08.06.05,מיפוי בתי עלמין,משרד ראש הממשלה,פתוח בתי עלמין,קניות,yes,https://next.obudget.org/i/3da1e8603546
04.08.06.06,פיתוח בית עלמין תל רגב,משרד ראש הממשלה,פתוח בתי עלמין,קניות,yes,https://next.obudget.org/i/c773d6fd51df
04.08.06.08,"השתתפות ברשות הפס""ח - פינוי סעד חללים",משרד ראש הממשלה,פתוח בתי עלמין,קניות,yes,https://next.obudget.org/i/4e05b896c9a9
04.08.06.09,השתתפות משרד החינוך,משרד ראש הממשלה,פתוח בתי עלמין,העברות  פנים תקציביות,no,https://next.obudget.org/i/30dc02f5c1b2
04.08.06.10,מועצת בתי עלמין ברקת,משרד ראש הממשלה,פתוח בתי עלמין,קניות,yes,https://next.obudget.org/i/917eb40d7dd0
04.08.06.11,קבורה חילונית,משרד ראש הממשלה,פתוח בתי עלמין,העברות,yes,https://next.obudget.org/i/bab8e899664c
04.08.06.12,תפעול ופיתוח קברי אבות על ידי המועצות הדתיות,משרד ראש הממשלה,פתוח בתי עלמין,העברות,yes,https://next.obudget.org/i/499ff70af47f
04.08.06.13,פיתוח מועצת בתי עלמין ירושלים,משרד ראש הממשלה,פתוח בתי עלמין,קניות,yes,https://next.obudget.org/i/ad712003c7ae
04.08.06.14,פרוייקטי תשתיות וטיפול בקברים,משרד ראש הממשלה,פתוח בתי עלמין,קניות,yes,https://next.obudget.org/i/f4137e6951f6
04.08.06.15,השתתפות ממשרד התחבורה,משרד ראש הממשלה,פתוח בתי עלמין,העברות  פנים תקציביות,no,https://next.obudget.org/i/62b67d34532b
04.08.06.16,פיתוח ברקת,משרד ראש הממשלה,פתוח בתי עלמין,קניות,yes,https://next.obudget.org/i/eaf6903c062b
04.08.06.17,קבורה רבודה,משרד ראש הממשלה,פתוח בתי עלמין,העברות,yes,https://next.obudget.org/i/81bd030bc4ff
04.08.06.90,בתי עלמין עתיקים,משרד ראש הממשלה,פתוח בתי עלמין,העברות,yes,https://next.obudget.org/i/0716081fa63d
04.08.06.97,השתתפות בלשכת הפרסום הממשלתית לקבורה רוויה,משרד ראש הממשלה,פתוח בתי עלמין,העברות  פנים תקציביות,no,https://next.obudget.org/i/1faeb6e30a30
04.08.06.98,רזרבה לקבורה חילונית - שינוי,משרד  ראש הממשלה,פתוח בתי עלמין,קניות,yes,https://next.obudget.org/i/9fdb5025f3f5
04.08.06.99,רזרבה לפיתוח בתי עלמין:עידוד קבורה רוויה,משרד ראש הממשלה,פתוח בתי עלמין,קניות,yes,https://next.obudget.org/i/7faa2435939d
04.08.07.01,פיתוח מנהרות הכותל,משרד  ראש הממשלה,מנהרות הכותל,קניות,yes,https://next.obudget.org/i/d6f1feb3f1e4
04.08.07.02,השתתפות משרד התחבורה,משרד ראש הממשלה,מנהרות הכותל,העברות  פנים תקציביות,no,https://next.obudget.org/i/2bff8caa22be
04.08.07.03,הכנסות ממינהל מקרקעי ישראל,משרד  ראש הממשלה,מנהרות הכותל,הכנסות מיועדות,no,https://next.obudget.org/i/37a2d1709119
04.08.07.04,השתתפות המשרד לבטחון פנים,משרד ראש הממשלה,מנהרות הכותל,העברות  פנים תקציביות,no,https://next.obudget.org/i/afd5cdae69a2
04.08.07.05,השתתפות משרד הבטחון,משרד ראש הממשלה,מנהרות הכותל,העברות  פנים תקציביות,no,https://next.obudget.org/i/d0f5846e8e44
04.08.07.06,השתתפות משרד הבינוי והשיכון - רחבת הכותל,משרד  ראש הממשלה,מנהרות הכותל,העברות  פנים תקציביות,no,https://next.obudget.org/i/61708c7c6bc0
04.08.07.10,תמיכה לנושא פיתוח של המקומות הקדושים,משרד  ראש הממשלה,מנהרות הכותל,קניות,yes,https://next.obudget.org/i/90f1200dbeca
04.08.09.01,הקמת מוסדות דת,משרד ראש הממשלה,פיתוח מבני דת,קניות,yes,https://next.obudget.org/i/6a7bb32e86a4
